-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
-,-,-,-,2,2,x,2,2,2,-,-,-,-,-,-,-,-,-,
-,-,-,-, , ,x, , , ,-,-,-,-,-,-,-,-,-,
-,-,-,-, , , , , , ,-,-,-,-,-,-,-,-,-,
-,-,-, , , ,x, , , ,-,-,-,-,-,-,-,-,-,
-,-,-, , , , , , , ,-,-,-,-,-,-,-,-,-,
-,-,-, , , , , , , ,-,-,-,-,-,-,-,-,-,
-,-,-, , , , ,x, , ,-,-,-,-,-,-,-,-,-,
-,-,-, , , , , , , ,-,-,-,-,-,-,-,-,-,
-,-,-, , , , , , , ,-,-,-,-,-,-,-,-,-,
-,-,-, , , , ,x, , ,-,-,-,-,-,-,-,-,-,
-,-, , , , , , , , ,-,-,-,-,-,-,-,-,-,
-,-, , , , , , , , ,-,-,-,-,-,-,-,-,-,
-,-, , , , , ,x, , ,-,-,-,-,-,-,-,-,-,
-,-, , , , , , , , ,-,-,-,-,-,-,-,-,-,
-,-, , , , , , , , ,-,-,-,-,-,-,-,-,-,
-,-, , , , , ,x, , ,-,-,-,-,-,-,-,-,-,
-,-, , , , , , , , ,-,-,-,-,-,-,-,-,-,
-,-, , , , , , , , ,-,-,-,-,-,-,-,-,-,
-, , , , , , , , , ,-,-,-,-,-,-,-,-,-,
-, , , , , , ,x, , ,-,-,-,-,-,-,-,-,-,
-, , , , , , , , , ,-,-,-,-,-,-,-,-,-,
-, , , , , , , , , ,-,-,-,-,-,-,-,-,-,
-, , , , , , ,x, , ,-,-,-,-,-,-,-,-,-,
-, , , , , , , , , ,-,-,-,-,-,-,-,-,-,
-, , , , , , , ,x, ,-,-,-,-,-,-,-,-,-,
-, , , , , , , , , ,x,-,-,-,-,-,-,-,-,
-, , , , , , , , , , , , , , , , ,3,-,
-, , , , , , , , , , , , ,x, , , ,3,-,
-,-, , , , , , , , , , , , , , , ,3,-,
-,-,-, , , , , , , , , , , , , , ,3,-,
-,-,-, , , , , , , , , , , , , , ,3,-,
-,-,-,-, , , , , , , , , , , , , ,3,-,
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
