-3.953979999999999995e-02 9.199999999999999845e-02 2.984909999999999994e-02 1.029999999999999943e-01 -4.428460000000000382e-03 9.950000000000000511e-02
2.675549999999999873e-01 1.434999999999999887e-01 2.647920000000000273e-01 1.479999999999999927e-01 2.388200000000000045e-01 1.350000000000000089e-01
3.929650000000000087e-01 1.729999999999999871e-01 4.455689999999999928e-01 1.849999999999999978e-01 4.006469999999999754e-01 1.635000000000000064e-01
5.666670000000000318e-01 2.010000000000000120e-01 5.770520000000000094e-01 2.079999999999999905e-01 4.787589999999999901e-01 1.864999999999999991e-01
5.932229999999999448e-01 2.190000000000000002e-01 6.328059999999999796e-01 2.195000000000000007e-01 6.434539999999999704e-01 2.134999999999999953e-01
7.317519999999999580e-01 2.349999999999999867e-01 6.802660000000000373e-01 2.414999999999999925e-01 6.565990000000000437e-01 2.220000000000000029e-01
7.858089999999999797e-01 2.520000000000000018e-01 7.275909999999999878e-01 2.535000000000000031e-01 6.687849999999999628e-01 2.444999999999999951e-01
7.809669999999999668e-01 2.690000000000000169e-01 8.108180000000000387e-01 2.670000000000000151e-01 7.064089999999999536e-01 2.650000000000000133e-01
7.985809999999999853e-01 2.755000000000000226e-01 7.689730000000000176e-01 2.755000000000000226e-01 7.553560000000000274e-01 2.725000000000000200e-01
8.393880000000000230e-01 2.824999999999999734e-01 8.779590000000000449e-01 2.824999999999999734e-01 7.965360000000000218e-01 2.819999999999999729e-01
8.963379999999999681e-01 2.939999999999999836e-01 8.562170000000000059e-01 2.974999999999999867e-01 8.165299999999999780e-01 2.924999999999999822e-01
9.072670000000000456e-01 2.989999999999999880e-01 8.522349999999999648e-01 2.974999999999999867e-01 8.524190000000000378e-01 3.029999999999999916e-01
9.090319999999999512e-01 3.024999999999999911e-01 8.703220000000000400e-01 2.969999999999999862e-01 8.484949999999999992e-01 3.094999999999999973e-01
9.189840000000000231e-01 3.059999999999999942e-01 8.729770000000000030e-01 2.999999999999999889e-01 8.255700000000000260e-01 3.230000000000000093e-01
9.213099999999999623e-01 3.069999999999999951e-01 8.653800000000000381e-01 3.044999999999999929e-01 9.013980000000000325e-01 3.220000000000000084e-01
9.283390000000000253e-01 3.119999999999999996e-01 9.241819999999999480e-01 3.089999999999999969e-01 8.827409999999999979e-01 3.315000000000000169e-01
9.667769999999999975e-01 3.135000000000000009e-01 9.278990000000000293e-01 3.140000000000000013e-01 8.526939999999999520e-01 3.315000000000000169e-01
9.445679999999999632e-01 3.170000000000000040e-01 9.124360000000000248e-01 3.190000000000000058e-01 8.928570000000000118e-01 3.340000000000000191e-01
9.476179999999999604e-01 3.205000000000000071e-01 9.449760000000000382e-01 3.225000000000000089e-01 9.050369999999999804e-01 3.325000000000000178e-01
9.669820000000000082e-01 3.215000000000000080e-01 9.604730000000000212e-01 3.235000000000000098e-01 9.046579999999999622e-01 3.380000000000000226e-01
9.596379999999999910e-01 3.230000000000000093e-01 9.873009999999999842e-01 3.255000000000000115e-01 9.791959999999999553e-01 3.494999999999999774e-01
9.706569999999999920e-01 3.240000000000000102e-01 9.536649999999999849e-01 3.275000000000000133e-01 8.902849999999999930e-01 3.474999999999999756e-01
9.749649999999999705e-01 3.260000000000000120e-01 9.456510000000000193e-01 3.330000000000000182e-01 9.351610000000000200e-01 3.534999999999999809e-01
9.772030000000000438e-01 3.285000000000000142e-01 9.372530000000000028e-01 3.310000000000000164e-01 9.377189999999999692e-01 3.569999999999999840e-01
9.541300000000000336e-01 3.290000000000000147e-01 1.000720000000000054e+00 3.330000000000000182e-01 9.218619999999999592e-01 3.624999999999999889e-01
9.975469999999999615e-01 3.295000000000000151e-01 9.582509999999999639e-01 3.365000000000000213e-01 9.860659999999999981e-01 3.694999999999999951e-01
9.760940000000000172e-01 3.305000000000000160e-01 9.911429999999999962e-01 3.370000000000000218e-01 9.645089999999999497e-01 3.704999999999999960e-01
9.139410000000000034e-01 3.315000000000000169e-01 1.012809999999999988e+00 3.380000000000000226e-01 9.592289999999999983e-01 3.790000000000000036e-01
1.011120000000000019e+00 3.345000000000000195e-01 1.005120000000000013e+00 3.415000000000000258e-01 1.002660000000000107e+00 3.724999999999999978e-01
9.898209999999999509e-01 3.355000000000000204e-01 1.010210000000000052e+00 3.395000000000000240e-01 9.981299999999999617e-01 3.865000000000000102e-01
9.423089999999999522e-01 3.370000000000000218e-01 9.644030000000000102e-01 3.449999999999999734e-01 9.641020000000000145e-01 3.890000000000000124e-01
1.016399999999999970e+00 3.385000000000000231e-01 1.042859999999999898e+00 3.430000000000000271e-01 9.938099999999999712e-01 3.885000000000000120e-01
1.015039999999999942e+00 3.405000000000000249e-01 9.761079999999999757e-01 3.479999999999999760e-01 9.889999999999999902e-01 3.890000000000000124e-01
9.825099999999999945e-01 3.405000000000000249e-01 1.024450000000000083e+00 3.504999999999999782e-01 1.017249999999999988e+00 3.960000000000000187e-01
1.026980000000000004e+00 3.405000000000000249e-01 9.889529999999999710e-01 3.474999999999999756e-01 1.019449999999999967e+00 4.055000000000000271e-01
9.873180000000000289e-01 3.415000000000000258e-01 9.694690000000000252e-01 3.514999999999999791e-01 1.059560000000000057e+00 4.069999999999999729e-01
9.652230000000000532e-01 3.420000000000000262e-01 1.023339999999999916e+00 3.509999999999999787e-01 9.627139999999999587e-01 3.960000000000000187e-01
9.863889999999999603e-01 3.439999999999999725e-01 9.966679999999999984e-01 3.514999999999999791e-01 9.946420000000000261e-01 4.134999999999999787e-01
1.046459999999999946e+00 3.454999999999999738e-01 1.012780000000000014e+00 3.549999999999999822e-01 1.027150000000000007e+00 4.289999999999999925e-01
9.932900000000000063e-01 3.459999999999999742e-01 1.042550000000000088e+00 3.559999999999999831e-01 1.041299999999999892e+00 4.254999999999999893e-01
1.005449999999999955e+00 3.459999999999999742e-01 1.008359999999999923e+00 3.549999999999999822e-01 1.031260000000000066e+00 4.309999999999999942e-01
1.041130000000000111e+00 3.459999999999999742e-01 9.945479999999999876e-01 3.539999999999999813e-01 1.012499999999999956e+00 4.284999999999999920e-01
1.004580000000000028e+00 3.459999999999999742e-01 1.018999999999999906e+00 3.569999999999999840e-01 1.043379999999999974e+00 4.380000000000000004e-01
1.031269999999999909e+00 3.469999999999999751e-01 9.999109999999999943e-01 3.604999999999999871e-01 1.074989999999999890e+00 4.369999999999999996e-01
1.027979999999999894e+00 3.469999999999999751e-01 1.024780000000000024e+00 3.609999999999999876e-01 1.021970000000000045e+00 4.460000000000000075e-01
1.013109999999999955e+00 3.469999999999999751e-01 1.049299999999999899e+00 3.619999999999999885e-01 1.022850000000000037e+00 4.460000000000000075e-01
