0.0231404, -0.0232146, 0.0489265, 0.1085, 0.098, 0.103
0.352923, 0.267196, 0.24546, 0.1675, 0.145, 0.142
0.51376, 0.464782, 0.426371, 0.2005, 0.1795, 0.1735
0.576067, 0.545564, 0.558003, 0.2165, 0.2045, 0.1935
0.664571, 0.6212, 0.565473, 0.238, 0.2255, 0.207
0.668201, 0.711473, 0.634973, 0.248, 0.2365, 0.2305
0.75258, 0.752074, 0.693839, 0.2575, 0.253, 0.2395
0.809932, 0.758226, 0.77081, 0.271, 0.2635, 0.2545
0.818955, 0.815704, 0.72322, 0.277, 0.271, 0.263
0.857482, 0.843212, 0.801519, 0.288, 0.2845, 0.2715
0.909405, 0.848709, 0.784616, 0.293, 0.295, 0.2875
0.881706, 0.889953, 0.820631, 0.298, 0.2985, 0.285
0.956631, 0.92575, 0.875505, 0.2995, 0.3075, 0.2945
0.933405, 0.908007, 0.807793, 0.3045, 0.312, 0.3035
0.949394, 0.923683, 0.907452, 0.309, 0.317, 0.3085
0.95376, 0.900758, 0.883118, 0.313, 0.3135, 0.317
0.97, 0.943829, 0.895596, 0.3165, 0.322, 0.326
0.990486, 0.948234, 0.936487, 0.319, 0.326, 0.33
0.96289, 0.96523, 0.909894, 0.3195, 0.3275, 0.332
0.965718, 0.946718, 0.879483, 0.322, 0.332, 0.335
0.994181, 0.995286, 0.914575, 0.324, 0.333, 0.343
0.955368, 0.959214, 0.935442, 0.3265, 0.3345, 0.3455
0.956225, 0.969398, 0.9664, 0.327, 0.336, 0.3505
1.00486, 0.979685, 0.936483, 0.327, 0.339, 0.347
0.98717, 0.952897, 0.951806, 0.3275, 0.3395, 0.3565
1.01822, 0.956748, 0.961603, 0.33, 0.3385, 0.357
0.990018, 0.951134, 0.964492, 0.3315, 0.3395, 0.367
0.949029, 0.974146, 0.983589, 0.3305, 0.3425, 0.37
1.04483, 0.983534, 0.956948, 0.33, 0.341, 0.371
0.993494, 1.01273, 0.977961, 0.33, 0.346, 0.3735
0.988161, 0.996368, 0.995686, 0.33, 0.3485, 0.3775
1.00991, 1.00051, 0.989439, 0.3305, 0.3495, 0.3835
0.966024, 0.991279, 0.994766, 0.3305, 0.352, 0.3885
1.04564, 0.965534, 1.05015, 0.3305, 0.351, 0.4
0.983588, 0.976926, 0.999933, 0.3305, 0.3485, 0.3975
1.00557, 0.99051, 1.01884, 0.3315, 0.3505, 0.405
0.993768, 1.05467, 1.02452, 0.332, 0.3525, 0.3975
1.01773, 0.999921, 1.01276, 0.332, 0.3545, 0.403
1.01452, 0.995108, 1.02545, 0.332, 0.356, 0.399
