416.327, 426.301, 436.157, 445.754, 454.966, 463.726, 472.022, 479.877, 487.731, 495.174, 502.242, 509.58, 516.286, 522.674, 528.767, 535.142, 540.921, 546.44, 551.711, 556.737, 561.802
426.214, 436.193, 446.058, 455.661, 464.875, 473.632, 481.924, 489.775, 497.218, 504.286, 511.623, 518.329, 524.717, 530.809, 537.177, 542.956, 548.475, 553.746, 558.771, 563.826, 568.529
435.71, 445.691, 455.559, 465.161, 474.365, 483.107, 491.381, 499.213, 506.637, 513.687, 520.392, 526.779, 532.872, 539.233, 545.012, 550.531, 555.801, 560.826, 565.868, 570.571, 574.982
444.522, 454.501, 464.362, 473.948, 483.125, 491.829, 500.058, 507.842, 515.22, 522.227, 528.892, 535.241, 541.295, 547.074, 552.592, 557.862, 562.887, 567.921, 572.625, 577.035, 581.077
452.567, 462.418, 472.002, 481.181, 491.044, 499.679, 507.826, 515.524, 522.819, 529.751, 536.347, 542.634, 548.629, 554.349, 559.808, 565.015, 569.976, 574.679, 579.089, 583.13, 586.858
460.476, 470.051, 479.228, 489.092, 497.728, 505.875, 513.573, 522.332, 529.504, 536.322, 542.818, 549.016, 554.93, 560.574, 565.959, 571.093, 575.98, 580.608, 584.942, 588.907, 592.389
468.095, 477.266, 487.132, 495.768, 503.915, 511.614, 520.377, 527.549, 534.367, 540.863, 548.476, 554.556, 560.365, 565.914, 571.211, 576.263, 581.072, 585.626, 589.887, 593.781, 597.195
475.293, 485.164, 493.798, 501.946, 509.644, 518.414, 525.586, 532.403, 538.9, 546.518, 552.598, 558.407, 565.118, 570.549, 575.742, 580.701, 585.427, 589.906, 594.1, 597.932, 601.29
483.187, 491.82, 499.966, 507.664, 516.442, 523.614, 530.432, 536.928, 544.554, 550.633, 556.442, 563.159, 568.59, 573.782, 578.741, 584.559, 589.193, 593.594, 597.722, 601.498, 604.81
489.833, 497.978, 505.676, 514.462, 521.633, 528.451, 534.947, 542.581, 548.66, 554.469, 561.192, 566.624, 571.815, 576.774, 582.598, 587.232, 591.633, 596.814, 600.87, 604.59, 607.86
496.879, 504.903, 512.473, 519.644, 526.462, 532.958, 540.599, 546.678, 552.487, 559.218, 564.649, 569.841, 574.8, 580.631, 585.264, 589.665, 594.851, 598.908, 603.646, 607.304, 610.528
503.305, 511.17, 518.572, 525.58, 532.248, 538.61, 544.689, 550.498, 557.236, 562.667, 567.859, 572.817, 578.656, 583.289, 587.69, 592.882, 596.939, 601.682, 605.34, 609.719, 612.892
509.261, 516.94, 524.143, 530.956, 537.441, 543.638, 549.569, 555.246, 560.677, 565.869, 570.827, 576.673, 581.306, 585.706, 590.906, 594.963, 599.713, 603.37, 607.755, 611.903, 615.015
514.865, 522.341, 529.325, 535.919, 542.196, 548.202, 553.958, 559.477, 564.766, 569.833, 574.683, 579.315, 583.716, 588.923, 592.979, 597.736, 601.393, 605.784, 609.938, 613.049, 616.947
520.195, 527.459, 534.214, 540.576, 546.63, 552.423, 557.982, 563.32, 568.446, 573.368, 578.093, 582.62, 586.932, 590.988, 595.752, 599.409, 603.807, 607.966, 611.078, 614.981, 618.725
525.292, 532.347, 538.872, 544.998, 550.819, 556.388, 561.736, 566.877, 571.823, 576.585, 581.17, 585.576, 589.787, 593.761, 597.418, 601.822, 605.988, 609.1, 613.009, 616.758, 620.369
530.173, 537.027, 543.329, 549.222, 554.81, 560.152, 565.281, 570.218, 574.976, 579.567, 583.999, 588.271, 592.367, 596.247, 599.831, 604.003, 607.115, 611.03, 614.785, 618.401, 621.884
534.833, 541.5, 547.59, 553.261, 558.623, 563.743, 568.658, 573.391, 577.958, 582.372, 586.642, 590.769, 594.739, 598.512, 602.012, 605.123, 609.045, 612.806, 616.428, 619.915, 623.254
539.262, 545.755, 551.649, 557.111, 562.26, 567.17, 571.88, 576.416, 580.795, 585.032, 589.136, 593.111, 596.945, 600.603, 604.01, 607.053, 610.82, 614.448, 617.94, 621.285, 624.452
543.454, 549.784, 555.493, 560.761, 565.714, 570.428, 574.948, 579.298, 583.497, 587.559, 591.497, 595.318, 599.013, 602.551, 605.86, 608.828, 612.462, 615.96, 619.31, 622.482, 625.442
547.4, 553.575, 559.112, 564.198, 568.967, 573.501, 577.844, 582.022, 586.052, 589.949, 593.727, 597.395, 600.953, 604.371, 607.581, 610.47, 613.975, 617.333, 620.52, 623.504, 626.263
