405.269, 415.246, 425.117, 434.756, 444.047, 452.926, 461.38, 469.423, 477.078, 484.366, 491.305, 497.912, 504.203, 510.189, 515.884, 521.294, 526.42, 531.246, 535.734, 539.807, 543.357
415.11, 425.091, 434.971, 444.616, 453.911, 462.791, 471.246, 479.288, 486.943, 494.23, 501.169, 507.776, 514.066, 520.053, 525.747, 531.157, 536.283, 541.109, 545.596, 549.669, 553.219
424.4, 434.384, 444.268, 453.918, 463.214, 472.095, 480.549, 488.591, 496.245, 503.532, 510.471, 517.077, 523.367, 529.353, 535.047, 540.457, 545.582, 550.408, 554.895, 558.968, 562.517
432.714, 442.698, 452.582, 462.231, 471.526, 480.407, 488.86, 496.902, 504.556, 511.842, 518.781, 525.387, 531.676, 537.662, 543.356, 548.765, 553.89, 558.715, 563.202, 567.274, 570.823
439.838, 449.82, 459.702, 469.349, 478.644, 487.524, 495.977, 504.018, 511.671, 518.958, 525.896, 532.502, 538.79, 544.776, 550.47, 555.879, 561.003, 565.828, 570.314, 574.387, 577.935
445.797, 455.778, 465.658, 475.304, 484.598, 493.477, 501.93, 509.971, 517.624, 524.91, 531.848, 538.453, 544.742, 550.727, 556.421, 561.829, 566.954, 571.778, 576.265, 580.337, 583.885
450.738, 460.72, 470.599, 480.244, 489.537, 498.416, 506.869, 514.91, 522.562, 529.848, 536.785, 543.391, 549.679, 555.664, 561.357, 566.766, 571.89, 576.715, 581.201, 585.273, 588.821
454.832, 464.813, 474.692, 484.336, 493.63, 502.508, 510.96, 519.001, 526.653, 533.939, 540.876, 547.481, 553.769, 559.754, 565.447, 570.856, 575.979, 580.804, 585.29, 589.362, 592.91
458.225, 468.206, 478.084, 487.728, 497.021, 505.899, 514.351, 522.392, 530.044, 537.329, 544.266, 550.871, 557.159, 563.144, 568.836, 574.245, 579.368, 584.193, 588.679, 592.751, 596.299
461.037, 471.017, 480.896, 490.539, 499.832, 508.71, 517.162, 525.202, 532.854, 540.139, 547.076, 553.68, 559.968, 565.953, 571.646, 577.054, 582.177, 587.002, 591.488, 595.559, 599.107
463.366, 473.347, 483.224, 492.868, 502.16, 511.038, 519.49, 527.53, 535.181, 542.466, 549.403, 556.008, 562.296, 568.28, 573.973, 579.381, 584.504, 589.329, 593.815, 597.886, 601.434
465.293, 475.274, 485.151, 494.794, 504.086, 512.964, 521.416, 529.455, 537.107, 544.392, 551.328, 557.933, 564.221, 570.206, 575.898, 581.306, 586.43, 591.254, 595.74, 599.812, 603.36
466.885, 476.865, 486.742, 496.385, 505.677, 514.554, 523.006, 531.046, 538.697, 545.982, 552.919, 559.523, 565.811, 571.796, 577.489, 582.897, 588.02, 592.845, 597.331, 601.402, 604.951
468.195, 478.175, 488.052, 497.694, 506.986, 515.864, 524.315, 532.355, 540.007, 547.291, 554.228, 560.833, 567.121, 573.106, 578.799, 584.207, 589.331, 594.155, 598.641, 602.713, 606.261
469.269, 479.248, 489.125, 498.767, 508.059, 516.937, 525.388, 533.428, 541.08, 548.365, 555.302, 561.907, 568.196, 574.181, 579.874, 585.282, 590.406, 595.23, 599.716, 603.788, 607.336
470.143, 480.122, 489.999, 499.641, 508.933, 517.811, 526.262, 534.303, 541.955, 549.24, 556.178, 562.783, 569.072, 575.057, 580.75, 586.158, 591.282, 596.107, 600.593, 604.665, 608.213
470.847, 480.826, 490.702, 500.345, 509.637, 518.515, 526.967, 535.008, 542.66, 549.946, 556.884, 563.49, 569.779, 575.764, 581.457, 586.866, 591.99, 596.815, 601.301, 605.373, 608.921
471.404, 481.383, 491.259, 500.902, 510.194, 519.073, 527.526, 535.567, 543.221, 550.507, 557.445, 564.051, 570.341, 576.326, 582.02, 587.429, 592.553, 597.378, 601.864, 605.936, 609.484
471.833, 481.812, 491.688, 501.331, 510.624, 519.504, 527.958, 536, 543.654, 550.941, 557.88, 564.487, 570.776, 576.762, 582.456, 587.865, 592.989, 597.814, 602.3, 606.372, 609.92
472.15, 482.13, 492.006, 501.649, 510.942, 519.824, 528.279, 536.322, 543.977, 551.265, 558.204, 564.811, 571.101, 577.087, 582.781, 588.19, 593.314, 598.139, 602.625, 606.697, 610.245
472.371, 482.363, 492.261, 501.923, 511.225, 520.109, 528.565, 536.609, 544.264, 551.551, 558.49, 565.097, 571.386, 577.371, 583.065, 588.473, 593.597, 598.421, 602.907, 606.978, 610.526
