428.557, 438.526, 448.364, 457.917, 467.045, 475.672, 483.781, 491.664, 499.257, 506.735, 513.789, 520.538, 526.977, 532.828, 538.499, 543.593, 548.191, 552.506, 556.349, 559.858, 563.141
438.534, 448.432, 458.274, 467.828, 476.955, 485.579, 493.682, 501.275, 508.753, 515.806, 522.552, 528.992, 534.842, 540.509, 545.602, 550.196, 554.512, 558.354, 561.864, 565.147, 568.254
448.453, 458.292, 467.856, 477.407, 486.524, 495.131, 503.213, 510.779, 517.832, 524.575, 531.015, 536.865, 542.527, 547.62, 552.208, 556.523, 560.366, 563.876, 567.159, 570.266, 573.199
458.043, 467.88, 477.431, 486.55, 495.506, 504.076, 512.109, 519.616, 526.601, 533.04, 538.891, 544.549, 549.643, 554.225, 558.541, 562.383, 565.893, 569.177, 572.284, 575.218, 577.951
467.065, 476.897, 486.434, 495.528, 504.099, 512.295, 520.249, 527.661, 534.538, 540.856, 546.572, 551.666, 556.246, 560.561, 564.404, 567.914, 571.198, 574.306, 577.24, 579.974, 582.458
475.409, 485.233, 494.749, 503.803, 512.314, 520.269, 527.681, 534.93, 541.662, 547.819, 553.361, 558.267, 562.583, 566.426, 569.936, 573.22, 576.328, 579.263, 581.997, 584.482, 586.649
483.253, 492.898, 502.384, 511.385, 519.815, 527.663, 534.948, 541.68, 548.041, 554.009, 559.347, 564.037, 568.127, 571.739, 575.017, 578.074, 580.964, 583.694, 586.241, 588.555, 590.574
490.916, 500.4, 509.392, 518.324, 526.653, 534.37, 541.5, 548.059, 554.027, 559.479, 564.594, 569.05, 572.901, 576.27, 579.309, 582.135, 584.805, 587.331, 589.687, 591.829, 593.695
498.414, 507.407, 516.338, 524.659, 532.865, 540.427, 547.378, 553.74, 559.496, 564.611, 569.125, 573.337, 576.941, 580.065, 582.864, 585.46, 587.915, 590.239, 592.409, 594.38, 596.094
505.421, 514.35, 522.673, 530.879, 538.461, 545.844, 552.592, 558.736, 564.264, 569.142, 573.354, 576.958, 580.278, 583.157, 585.72, 588.092, 590.337, 592.466, 594.455, 596.259, 597.823
512.359, 520.684, 528.89, 536.474, 543.858, 550.629, 557.152, 563.058, 568.344, 572.975, 576.94, 580.295, 583.174, 585.738, 588.11, 590.355, 592.484, 594.473, 596.278, 597.842, 598.976
518.693, 526.897, 534.485, 541.868, 548.643, 555.166, 561.112, 566.765, 571.797, 576.177, 579.893, 583.002, 585.643, 587.977, 590.132, 592.175, 594.116, 595.931, 597.575, 598.995, 599.711
524.902, 532.493, 539.876, 546.653, 553.176, 559.126, 564.778, 569.98, 574.753, 578.881, 582.352, 585.224, 587.634, 589.749, 591.697, 593.547, 595.308, 596.956, 598.447, 599.729, 600.221
530.497, 537.88, 544.661, 551.184, 557.136, 562.789, 567.994, 572.866, 577.38, 581.26, 584.494, 587.138, 589.331, 591.237, 592.989, 594.655, 596.247, 597.738, 599.085, 600.239, 600.668
535.486, 542.665, 549.188, 555.143, 560.796, 566.004, 570.879, 575.554, 579.818, 583.461, 586.47, 588.899, 590.886, 592.597, 594.165, 595.658, 597.089, 598.433, 599.647, 600.685, 601.138
539.916, 546.871, 553.148, 558.8, 564.011, 568.889, 573.567, 578.107, 582.139, 585.56, 588.358, 590.586, 592.382, 593.911, 595.307, 596.64, 597.921, 599.128, 600.22, 601.155, 601.65
543.893, 550.61, 556.627, 562.015, 566.896, 571.577, 576.126, 580.53, 584.349, 587.568, 590.172, 592.216, 593.835, 595.205, 596.434, 597.618, 598.761, 599.843, 600.825, 601.667, 602.184
547.55, 554.024, 559.778, 564.901, 569.584, 574.139, 578.582, 582.792, 586.42, 589.456, 591.885, 593.761, 595.221, 596.482, 597.557, 598.572, 599.59, 600.558, 601.441, 602.201, 602.708
550.988, 557.225, 562.723, 567.588, 572.148, 576.595, 580.808, 584.846, 588.306, 591.18, 593.453, 595.18, 596.498, 597.604, 598.563, 599.466, 600.373, 601.24, 602.036, 602.723, 603.186
554.245, 560.26, 565.518, 570.155, 574.604, 578.82, 582.858, 586.639, 589.953, 592.686, 594.824, 596.423, 597.619, 598.577, 599.434, 600.26, 601.072, 601.855, 602.575, 603.201, 603.59
557.305, 563.119, 568.159, 572.611, 576.831, 580.869, 584.657, 588.132, 591.325, 593.94, 595.968, 597.462, 598.558, 599.423, 600.191, 600.935, 601.671, 602.385, 603.046, 603.621, 603.935
