0.0159323, 0.103, -0.014223, 0.101, -0.00793737, 0.1005
0.0479715, 0.0985, 0.0214506, 0.1095, -0.0247832, 0.106
0.013133, 0.099, -0.0148774, 0.1085, 0.0108998, 0.098
0.00474751, 0.0995, 0.049073, 0.091, 0.0014262, 0.098
0.0147481, 0.105, -0.0227769, 0.0945, -0.0178376, 0.1015
-0.00253007, 0.109, 0.0176917, 0.0985, 0.017698, 0.092
-0.017114, 0.102, 0.00184225, 0.1135, -0.0604098, 0.1005
-0.00642463, 0.093, -0.0434264, 0.113, -0.00892889, 0.11
-0.00748027, 0.0945, -0.0140173, 0.1, 0.0135895, 0.116
2.10744e-05, 0.097, 0.00197197, 0.1075, 0.0025091, 0.1055
-0.00540426, 0.0975, -0.0205447, 0.104, -0.0255631, 0.112
-0.00245583, 0.111, 0.0140614, 0.107, -0.00665972, 0.1105
0.00166221, 0.1065, -0.00305008, 0.1095, -0.0382531, 0.107
0.0209483, 0.1095, 0.0172556, 0.108, -0.0128515, 0.101
-0.0204843, 0.1055, 0.0163389, 0.1095, -0.020625, 0.1095
0.00801708, 0.105, 0.00727915, 0.1095, 0.016376, 0.099
0.0603553, 0.1155, -0.000406936, 0.1055, 0.0309892, 0.107
0.00931639, 0.1085, 0.0481388, 0.1215, -0.0087173, 0.1095
0.00608795, 0.1145, 0.0183706, 0.106, -0.0126464, 0.095
-0.0101011, 0.112, -0.0385726, 0.125, 0.00884157, 0.1065
0.00844392, 0.1135, -0.000889131, 0.1215, 0.00926281, 0.1075
0.0404917, 0.118, 0.0255981, 0.12, 0.0148926, 0.101
0.0244975, 0.108, 0.0315892, 0.12, 0.036105, 0.1085
0.00987765, 0.104, 0.00639609, 0.111, -0.0249479, 0.112
-0.00429562, 0.105, 0.0195732, 0.1155, -0.00752035, 0.1135
0.0360129, 0.1215, 0.0258044, 0.124, -0.00915039, 0.1125
0.00134628, 0.1145, -0.0169618, 0.1225, 0.0149591, 0.12
0.0245248, 0.1125, 0.0165136, 0.1165, 0.00350803, 0.1145
-0.013845, 0.116, -0.0089046, 0.1125, 0.0455543, 0.1225
-0.00013859, 0.1125, 0.0450367, 0.119, 0.0665762, 0.122
-0.0234274, 0.11, 0.0404411, 0.133, 0.0356051, 0.131
-0.0162402, 0.115, -0.0265036, 0.13, 0.0135342, 0.1325
0.0198485, 0.114, -0.00729541, 0.1315, 0.00241559, 0.122
-0.00353993, 0.1125, 0.0159056, 0.1315, 0.0145884, 0.131
-0.0229484, 0.114, 0.0403145, 0.1315, 0.0189936, 0.13
-0.0162246, 0.1105, 0.0325667, 0.1345, -0.0137519, 0.131
0.0360926, 0.1145, 0.0234579, 0.1305, 0.00462434, 0.1295
0.0240194, 0.1195, 0.045088, 0.1365, -0.0239429, 0.129
0.0372954, 0.117, -0.00104086, 0.133, -0.000660805, 0.1335
0.00812221, 0.1205, 0.00436675, 0.1335, 0.00322257, 0.131
-0.0136539, 0.1215, -0.0134845, 0.1315, 0.0260594, 0.1235
0.00357047, 0.117, 0.00233517, 0.129, 0.00505382, 0.1295
-0.0327436, 0.118, 0.0454985, 0.126, 0.00459049, 0.135
-0.0154076, 0.1275, 0.00679256, 0.129, -0.000319265, 0.132
-0.0490274, 0.1345, 0.0016573, 0.125, -0.00045943, 0.128
0.0329708, 0.125, -0.000834118, 0.127, -0.000224241, 0.1315
0.0289012, 0.1265, 0.0359966, 0.1225, -0.0185652, 0.135
0.0501274, 0.1285, 0.0160206, 0.128, -0.00452106, 0.129
0.0247967, 0.133, 0.071756, 0.119, -0.0261538, 0.1355
0.019226, 0.1425, 0.00967261, 0.1215, -0.0055081, 0.1305
0.0167684, 0.1285, 0.0236348, 0.1255, 0.0363777, 0.1275
0.00708571, 0.1295, 0.00841784, 0.1235, 0.0562334, 0.124
0.0168109, 0.137, -0.00909216, 0.1365, -0.010489, 0.123
0.01652, 0.136, 0.0273385, 0.1365, 0.038354, 0.1285
-0.0293952, 0.131, -0.0273464, 0.137, 0.0652592, 0.1335
0.0340157, 0.1385, 0.0102128, 0.135, 0.00785006, 0.138
0.0314328, 0.1325, 0.0161678, 0.1305, -0.0605245, 0.1385
0.0567934, 0.132, -0.00474941, 0.1295, -0.0122317, 0.1385
0.0169752, 0.137, 0.0058607, 0.1385, 0.0702616, 0.1385
0.0369437, 0.1435, 0.00573962, 0.1415, -0.00858329, 0.1365
0.0297908, 0.1395, -0.0143982, 0.1445, 0.0408158, 0.135
-0.0185251, 0.1315, 0.029083, 0.14, -0.00923214, 0.1305
0.0553392, 0.1355, 0.0311007, 0.14, -0.0206753, 0.1285
0.0108739, 0.1395, 0.0553176, 0.144, 0.0170697, 0.126
0.0276855, 0.1365, 0.00311613, 0.1325, 0.00337099, 0.125
-0.00205157, 0.1425, 0.0660109, 0.141, 0.0294274, 0.1325
0.00870783, 0.138, 0.0196103, 0.1475, -0.00600666, 0.132
0.0344904, 0.142, 0.0532528, 0.141, 0.0153161, 0.1355
0.0167485, 0.146, -0.000734795, 0.1405, 0.0335124, 0.1385
0.0163131, 0.1545, 0.0273476, 0.1435, 0.00242564, 0.133
0.00305379, 0.1585, -0.00321123, 0.1535, 0.0357646, 0.1335
-0.00914953, 0.155, 0.0809476, 0.157, -0.00110429, 0.1365
-0.0227581, 0.1475, 0.0217472, 0.162, 0.0371046, 0.132
-0.0187061, 0.1425, 0.0331562, 0.157, 0.00413952, 0.1355
0.0260644, 0.147, 0.0580608, 0.1635, 0.0115982, 0.146
0.0235901, 0.154, 0.0469311, 0.1605, 0.0480302, 0.137
0.0030473, 0.1545, 0.0218636, 0.1645, 0.0118566, 0.151
0.00726808, 0.1475, 0.0279756, 0.158, 0.0174724, 0.1465
0.0339412, 0.159, 0.0695503, 0.156, -0.00108146, 0.144
0.0584125, 0.16, 0.0019503, 0.1585, 0.00820239, 0.146
0.0220991, 0.155, 0.0529076, 0.1595, 0.0474748, 0.14
0.0578354, 0.1585, 0.061249, 0.1525, 0.0318981, 0.1435
0.00113831, 0.1545, -0.00765205, 0.155, 0.00917046, 0.1505
0.00519642, 0.1605, 0.0272229, 0.151, -0.012909, 0.146
0.0427479, 0.1615, 0.05523, 0.1485, 0.026445, 0.1465
0.0533805, 0.153, 0.0162287, 0.1555, 0.0330183, 0.1475
0.0484338, 0.154, 0.0550008, 0.1595, 0.0446168, 0.1525
-0.00444498, 0.155, 0.0467224, 0.153, 0.0169508, 0.152
0.0313819, 0.148, 0.00964527, 0.15, 0.0638549, 0.1435
0.0573835, 0.154, 0.0228836, 0.1505, 0.0244891, 0.1475
0.0188649, 0.154, 0.00944807, 0.1505, 0.0236925, 0.1495
