-0.00774228, 0.0995, 0.00169674, 0.1065, -0.00270766, 0.09
0.000436137, 0.095, 0.00714313, 0.098, -0.0151022, 0.1
-0.0182853, 0.0925, 0.0196742, 0.097, 0.0115554, 0.0935
0.00443645, 0.094, 0.0117209, 0.0975, -0.0417654, 0.0995
-0.00117908, 0.0965, -0.0351694, 0.0925, 0.0284135, 0.0895
0.0154645, 0.112, 0.00455661, 0.093, -0.0202326, 0.0985
-0.037094, 0.1, -0.0100814, 0.107, 0.0310714, 0.095
-0.00683448, 0.1015, -0.0181999, 0.0995, 0.0217502, 0.0925
0.000878441, 0.1075, 0.00554978, 0.1045, -0.0230328, 0.1055
0.00986746, 0.108, -0.0467675, 0.1125, 0.000524423, 0.0995
-0.027439, 0.104, 0.0083988, 0.1115, -0.0258338, 0.099
0.0152904, 0.1045, 0.00253803, 0.1085, -0.00102479, 0.1015
0.0329654, 0.108, 0.00133367, 0.1095, -0.00811531, 0.1015
-0.020347, 0.105, 0.0356219, 0.109, -0.00490124, 0.092
-0.0287694, 0.1095, -0.0206685, 0.1015, -0.0258411, 0.0945
0.00862654, 0.103, -0.0437644, 0.11, -0.0352724, 0.096
0.00850469, 0.112, -0.000609704, 0.1065, 0.0137456, 0.0965
0.021277, 0.1085, -0.0203057, 0.112, -0.0169931, 0.109
0.020086, 0.109, -0.00420696, 0.111, -0.0128741, 0.114
-0.0263885, 0.1065, 0.0264623, 0.115, 0.0106107, 0.107
-0.0362313, 0.1025, 0.0315143, 0.1115, 0.0380652, 0.1055
-0.00987696, 0.108, -0.000705034, 0.1065, -0.0412868, 0.1155
-0.0418402, 0.1075, -0.021042, 0.1085, -0.0061757, 0.1065
0.000144734, 0.1145, 0.016008, 0.1205, 0.00957132, 0.11
-0.0245793, 0.1075, -0.0118304, 0.11, 0.00998396, 0.119
0.0048233, 0.102, 0.0249428, 0.111, 0.00590675, 0.121
-0.00472687, 0.102, 0.0124677, 0.123, 0.0230364, 0.114
0.0251469, 0.116, -0.000113081, 0.1245, -0.0162651, 0.11
0.0138463, 0.112, 0.00678031, 0.124, 0.0445968, 0.112
-0.0223269, 0.1185, -0.00694, 0.127, 0.0162655, 0.12
-0.0324537, 0.1205, 0.0183124, 0.128, -0.0105063, 0.117
-0.00185952, 0.1145, -0.0283571, 0.127, 0.0141043, 0.122
-0.0260564, 0.124, 0.00201159, 0.125, 0.0281741, 0.112
0.000281828, 0.118, 0.0125692, 0.125, -0.0116428, 0.119
-0.00228188, 0.1215, -0.0178269, 0.1155, 0.0442464, 0.1145
0.0113421, 0.1165, 0.00132635, 0.1255, -0.00510201, 0.1085
0.0266324, 0.129, 0.00191433, 0.121, 0.0114604, 0.115
0.0380924, 0.1255, -0.006173, 0.1215, -0.00190576, 0.122
-0.00447098, 0.1175, -0.000363792, 0.1265, 0.0292609, 0.119
-0.0193283, 0.122, 0.0302657, 0.127, -0.0219048, 0.118
0.0150363, 0.124, 0.00399543, 0.1265, 0.0383411, 0.1305
0.0144869, 0.124, 0.0457631, 0.128, -0.0136655, 0.122
-0.0101994, 0.1215, -0.00477456, 0.13, 0.0127494, 0.1235
0.0194815, 0.1235, -0.0130544, 0.132, -0.0235658, 0.136
0.00707967, 0.1165, 0.0240771, 0.122, 0.0472757, 0.1285
-0.0572205, 0.114, 0.0201064, 0.1245, 0.0215813, 0.1305
0.0425296, 0.125, -0.0115011, 0.1235, 0.0174224, 0.1265
0.0249166, 0.125, 0.0382262, 0.1215, -0.0223664, 0.128
0.0318499, 0.1195, -0.0105115, 0.1245, -0.00305927, 0.129
0.00497487, 0.1255, -0.0166683, 0.127, 0.0192314, 0.126
0.00522808, 0.125, -0.0411569, 0.1285, 0.0367106, 0.1325
8.34185e-05, 0.12, 0.02935, 0.129, 0.0351751, 0.1215
0.0504007, 0.121, 0.0583876, 0.1315, 0.0100903, 0.1255
0.00650362, 0.1185, 0.00758346, 0.129, 0.0517879, 0.1265
